vertex1,vertex2,algorithm,time_ns,relaxed_edges,distance
2961172303,4173955942,D,39580583,118850,2593.0
2961172303,4173955942,BD,690958,67,-1.0
451023665,746346133,D,118241834,407664,6899.0
451023665,746346133,BD,1348209,328,-1.0
1427084725,1094993305,D,229405834,815767,11269.0
1427084725,1094993305,BD,1497250,355,-1.0
260769601,5392686856,D,156313041,574657,9277.0
260769601,5392686856,BD,630000,54,-1.0
263703812,1576112092,D,123897583,436310,10250.0
263703812,1576112092,BD,1526500,402,-1.0
258604272,252121736,D,93104084,321759,4247.0
258604272,252121736,BD,722417,75,-1.0
3910340716,4523985331,D,182137334,720662,14433.0
3910340716,4523985331,BD,526292,29,-1.0
5074029610,459792608,D,284258084,1060786,19360.0
5074029610,459792608,BD,894833,121,-1.0
258413759,4642140058,D,76164042,246087,3284.0
258413759,4642140058,BD,1515041,378,-1.0
280695422,694391023,D,96749166,344405,6173.0
280695422,694391023,BD,837333,107,-1.0
271437677,270728228,D,120006750,428716,9836.0
271437677,270728228,BD,760208,82,-1.0
1128112990,2558013647,D,127150959,456088,7551.0
1128112990,2558013647,BD,1464167,352,-1.0
339902642,1161152770,D,197634750,771044,10972.0
339902642,1161152770,BD,2289958,864,-1.0
189046201,281412079,D,146005583,549590,8684.0
189046201,281412079,BD,862584,111,-1.0
2857799211,4927560422,D,76605917,239504,6488.0
2857799211,4927560422,BD,663834,61,-1.0
1582402452,1217907680,D,141839958,510519,6166.0
1582402452,1217907680,BD,842916,113,-1.0
977747950,1578631441,D,197934791,793424,10851.0
977747950,1578631441,BD,1705167,488,-1.0
1137748632,1239556473,D,289535750,1106058,17686.0
1137748632,1239556473,BD,1181666,248,-1.0
2476554913,383912442,D,150783750,567972,7440.0
2476554913,383912442,BD,559500,40,-1.0
1463666783,3473563080,D,176895000,681497,8137.0
1463666783,3473563080,BD,1327875,263,-1.0
1582185667,277456096,D,137004750,423454,5613.0
1582185667,277456096,BD,1395542,348,-1.0
15043918,3481132109,D,270054084,996455,11494.0
15043918,3481132109,BD,935333,147,-1.0
300994400,277628456,D,249340709,882566,11768.0
300994400,277628456,BD,1052042,173,-1.0
5269710444,1080957023,D,289367625,1086541,17993.0
5269710444,1080957023,BD,926042,132,-1.0
4581780653,1237292900,D,124847833,445497,8839.0
4581780653,1237292900,BD,1322625,289,-1.0
389137193,1879793390,D,96973750,341363,8569.0
389137193,1879793390,BD,634375,63,-1.0
271807750,1151844678,D,174673000,635652,11350.0
271807750,1151844678,BD,1058750,198,-1.0
2233653014,1345221689,D,41034375,118101,2738.0
2233653014,1345221689,BD,1164708,254,-1.0
460480801,3224617114,D,40108542,114080,2674.0
460480801,3224617114,BD,1676792,490,-1.0
1493427600,5012629216,D,196707750,745390,12155.0
1493427600,5012629216,BD,1304500,286,-1.0
9786572,1457078620,D,273726416,1050736,13984.0
9786572,1457078620,BD,1191916,215,-1.0
306245469,393773529,D,277380083,1040687,12234.0
306245469,393773529,BD,1705625,463,-1.0
1233968299,322106730,D,301585167,1143280,16640.0
1233968299,322106730,BD,1326750,280,-1.0
310717660,452535412,D,79983333,257501,5371.0
310717660,452535412,BD,1589167,439,-1.0
1272528018,1313455828,D,135366708,477873,5605.0
1272528018,1313455828,BD,1251666,269,-1.0
1057409991,1785976009,D,51683792,180049,4770.0
1057409991,1785976009,BD,845542,108,-1.0
958445382,1231323115,D,94401083,337113,7410.0
958445382,1231323115,BD,801292,88,-1.0
4569433942,4197209896,D,310933583,1133059,18511.0
4569433942,4197209896,BD,571125,43,-1.0
1177204918,252262687,D,85706417,279871,5545.0
1177204918,252262687,BD,1030000,133,-1.0
290100646,2974709581,D,28965667,80935,1520.0
290100646,2974709581,BD,890583,113,-1.0
1296445291,244976381,D,303113875,1125043,13364.0
1296445291,244976381,BD,1412875,327,-1.0
692665,1689133583,D,274311709,1040834,12419.0
692665,1689133583,BD,1403500,297,-1.0
383891713,1223537720,D,75923709,218593,6138.0
383891713,1223537720,BD,3875625,1832,-1.0
479316105,3258979443,D,83125833,256071,4545.0
479316105,3258979443,BD,939584,132,-1.0
3034207150,17345227,D,278061583,1049810,11436.0
3034207150,17345227,BD,971458,137,-1.0
318593689,278798620,D,170606416,635636,7133.0
318593689,278798620,BD,769875,88,-1.0
438047606,119100867,D,24246500,59412,1619.0
438047606,119100867,BD,943834,144,-1.0
2229300331,434437691,D,26096167,73483,3283.0
2229300331,434437691,BD,1537417,396,-1.0
3088895286,370117919,D,193405750,764089,12377.0
3088895286,370117919,BD,1195625,173,-1.0
211493653,1549344322,D,54027667,175822,3110.0
211493653,1549344322,BD,1377291,346,-1.0
2127601667,189092217,D,68788750,225599,5564.0
2127601667,189092217,BD,941958,135,-1.0
2047074118,1043107378,D,185956250,706913,9412.0
2047074118,1043107378,BD,1192167,241,-1.0
1170950491,305575253,D,149088834,529492,9267.0
1170950491,305575253,BD,1258459,240,-1.0
1975371129,2590819722,D,268986334,997315,14438.0
1975371129,2590819722,BD,787208,90,-1.0
450563990,1132488051,D,3908333,5904,1061.0
450563990,1132488051,BD,1434292,333,-1.0
484688359,604004818,D,23392750,54976,1971.0
484688359,604004818,BD,520292,33,-1.0
2669539881,34002150,D,8489208,17158,3204.0
2669539881,34002150,BD,2655959,1099,-1.0
617811212,1681733869,D,56583291,184276,3616.0
617811212,1681733869,BD,707209,76,-1.0
2655806998,1166294742,D,208008250,809429,10020.0
2655806998,1166294742,BD,737584,96,-1.0
1246433241,469733216,D,147814708,535102,7283.0
1246433241,469733216,BD,509083,25,-1.0
311607280,2359406687,D,104599875,376229,6318.0
311607280,2359406687,BD,916167,121,-1.0
158693993,3776908207,D,267393334,893763,13782.0
158693993,3776908207,BD,1553417,312,-1.0
1102901519,882380650,D,186728792,699319,10954.0
1102901519,882380650,BD,2811041,451,-1.0
3531222298,1893856878,D,426749917,992965,17221.0
3531222298,1893856878,BD,1201291,216,-1.0
1524382451,1113638191,D,148841667,507282,12054.0
1524382451,1113638191,BD,602167,49,-1.0
1103737047,32993243,D,15501416,33720,1716.0
1103737047,32993243,BD,1019750,169,-1.0
802364333,2497159095,D,215961041,765826,12408.0
802364333,2497159095,BD,1256709,256,-1.0
1635179451,1300111852,D,127911000,418499,5296.0
1635179451,1300111852,BD,1043417,163,-1.0
272497942,1301954934,D,313866833,999608,12957.0
272497942,1301954934,BD,1776083,492,-1.0
1927072430,4696037092,D,142280375,507781,11149.0
1927072430,4696037092,BD,1472541,350,-1.0
2505524876,5236132715,D,15763000,34089,3866.0
2505524876,5236132715,BD,636416,52,-1.0
1665886639,60693726,D,302323667,1123742,11425.0
1665886639,60693726,BD,1210125,243,-1.0
322022926,1219553179,D,111337458,396862,6295.0
322022926,1219553179,BD,475875,15,-1.0
611898315,1239268489,D,154752083,542661,7499.0
611898315,1239268489,BD,2469917,914,-1.0
149198823,311831740,D,14850084,31367,1622.0
149198823,311831740,BD,925625,128,-1.0
3166450427,1820489981,D,72783709,233575,3198.0
3166450427,1820489981,BD,1175125,245,-1.0
1576155249,3199371222,D,132527125,428343,5645.0
1576155249,3199371222,BD,770459,121,-1.0
4738359078,322750947,D,154335000,563635,7307.0
4738359078,322750947,BD,1907084,553,-1.0
2386012784,746859108,D,79082750,297191,6662.0
2386012784,746859108,BD,674042,66,-1.0
1187625019,245460439,D,106028292,392314,8957.0
1187625019,245460439,BD,1342334,306,-1.0
3193767155,148504,D,285773875,1100379,18568.0
3193767155,148504,BD,876042,125,-1.0
4896533578,5286705695,D,39354417,118016,4002.0
4896533578,5286705695,BD,1253584,239,-1.0
855516453,2118218868,D,9309958,18515,1689.0
855516453,2118218868,BD,1224666,255,-1.0
3111473093,274068932,D,277495250,1027141,14685.0
3111473093,274068932,BD,1078833,159,-1.0
1654305387,1576571269,D,47034792,155379,3934.0
1654305387,1576571269,BD,882375,106,-1.0
361518205,1468014809,D,250545584,909436,12128.0
361518205,1468014809,BD,520500,31,-1.0
4614984641,1558249097,D,242558375,898188,16459.0
4614984641,1558249097,BD,859541,115,-1.0
2613874438,1615575482,D,144041500,534747,8060.0
2613874438,1615575482,BD,1344250,344,-1.0
2520774280,1419226211,D,27915500,70064,2829.0
2520774280,1419226211,BD,956959,157,-1.0
370117576,772833213,D,87632000,297501,4270.0
370117576,772833213,BD,582584,40,-1.0
2894074258,2333040052,D,266593333,1020396,18014.0
2894074258,2333040052,BD,851166,113,-1.0
576287849,1472220331,D,288126166,1062067,16325.0
576287849,1472220331,BD,1396917,314,-1.0
2589230552,117710,D,136408792,505376,8095.0
2589230552,117710,BD,718042,69,-1.0
1509547523,1355674049,D,258450666,979280,18991.0
1509547523,1355674049,BD,723958,78,-1.0
1045772288,3090324174,D,123177458,426907,5117.0
1045772288,3090324174,BD,1164208,222,-1.0
1600966664,3679040488,D,302765625,1130889,17374.0
1600966664,3679040488,BD,812542,95,-1.0
3258368334,3261672955,D,137657000,515744,12999.0
3258368334,3261672955,BD,1086834,192,-1.0
1082617160,4731020967,D,166073458,634924,12878.0
1082617160,4731020967,BD,861666,122,-1.0
3835639505,532330636,D,185565333,735467,14639.0
3835639505,532330636,BD,680708,61,-1.0
283125763,1332270178,D,187865792,721016,8878.0
283125763,1332270178,BD,1436125,359,-1.0
4793530516,1696985370,D,289535958,1039718,14539.0
4793530516,1696985370,BD,813000,100,-1.0
290751636,1127674763,D,212303042,757466,11045.0
290751636,1127674763,BD,473333,17,-1.0
1563759320,1105391836,D,189659208,735582,9012.0
1563759320,1105391836,BD,1489125,352,-1.0
881317842,432450752,D,26420542,70040,2479.0
881317842,432450752,BD,1212583,319,-1.0
33179536,249579713,D,269070292,1035246,15014.0
33179536,249579713,BD,1019833,177,-1.0
1153204261,3897416318,D,2674750,3450,1852.0
1153204261,3897416318,BD,632583,48,-1.0
277548073,3444981599,D,289885834,1095885,19496.0
277548073,3444981599,BD,1474625,391,-1.0
2716927097,828094480,D,236904584,824481,8972.0
