vertex1,vertex2,algorithm,time_ns,relaxed_edges,distance
1275874251,3190136387,D,198564792,709580,14885.0
1275874251,3190136387,BD,327792375,399940,14885.0
4141679788,70635187,D,120757875,353942,6055.0
4141679788,70635187,BD,75958583,95589,6055.0
2404675587,1700969281,D,108321125,398396,10187.0
2404675587,1700969281,BD,164488375,183394,10187.0
2568737829,497314069,D,190262834,711650,12701.0
2568737829,497314069,BD,346310542,421159,12701.0
3720044059,370596333,D,345527667,990312,11180.0
3720044059,370596333,BD,320579834,425424,11180.0
5180850986,59871338,D,110411125,369315,7535.0
5180850986,59871338,BD,173011500,207598,7535.0
2459845082,60114593,D,77715542,268002,4895.0
2459845082,60114593,BD,51104250,61318,4895.0
282249643,3060707281,D,286905500,1116629,19593.0
282249643,3060707281,BD,354109292,485160,19593.0
401288229,3575174894,D,93262958,343312,7655.0
401288229,3575174894,BD,68466417,81895,7655.0
653945614,252127996,D,334915667,1174775,19514.0
653945614,252127996,BD,357249000,535238,19514.0
1215232033,2332905600,D,266628083,909408,9473.0
1215232033,2332905600,BD,209584917,286483,9473.0
1624098746,1071187338,D,27074167,73279,2444.0
1624098746,1071187338,BD,32461291,30452,2444.0
3431396238,1618989142,D,60902375,201762,2768.0
3431396238,1618989142,BD,54522083,60958,2768.0
1722795189,2332905642,D,13618583,26929,1179.0
1722795189,2332905642,BD,7192708,4902,1179.0
1298917143,2918514687,D,299319250,1116741,21548.0
1298917143,2918514687,BD,334168541,465514,21548.0
1179646579,281411797,D,81828791,281577,5256.0
1179646579,281411797,BD,49353542,57480,5256.0
3770730380,30362667,D,299485708,1142967,20851.0
3770730380,30362667,BD,363396750,492289,20851.0
5312677630,253265635,D,168213791,634268,13881.0
5312677630,253265635,BD,247775084,363062,13881.0
1902130935,1105172950,D,254580958,966135,17170.0
1902130935,1105172950,BD,352262083,471010,17170.0
271750682,190717168,D,185588917,718262,9672.0
271750682,190717168,BD,168665833,221370,9672.0
84460314,1164867530,D,297614708,1131261,19802.0
84460314,1164867530,BD,324162125,475489,19802.0
882222774,30562204,D,275107292,1033393,15378.0
882222774,30562204,BD,344222208,487335,15378.0
444921085,1137710983,D,9309291,17983,1442.0
444921085,1137710983,BD,7760834,5315,1442.0
367041624,3855245465,D,198330042,729418,12617.0
367041624,3855245465,BD,112112458,139236,12619.0
321584994,1096075369,D,262772459,888652,16824.0
321584994,1096075369,BD,259571500,349416,16824.0
3679368398,1195412536,D,257317583,883155,17072.0
3679368398,1195412536,BD,351365208,465764,17072.0
2224879751,523191467,D,164293125,601947,8603.0
2224879751,523191467,BD,169101500,205536,8603.0
321642125,490369806,D,84360750,293244,7462.0
